,MSA,Code,County_State
488,"755,""29620",26037,"Clinton County, MI"
489,"756,""29620",26045,"Eaton County, MI"
490,"757,""29620",26065,"Ingham County, MI"
491,"759,""29700",48479,"Webb County, TX"
492,"763,""29820",32003,"Clark County, NV"
493,"765,""29940",20045,"Douglas County, KS"
494,"767,""30020",40031,"Comanche County, OK"
495,"769,""30140",42075,"Lebanon County, PA"
496,"772,""30300",53003,"Asotin County, WA"
497,"774,""30340",23001,"Androscoggin County, ME"
498,"776,""30460",21017,"Bourbon County, KY"
499,"777,""30460",21049,"Clark County, KY"
500,"778,""30460",21067,"Fayette County, KY"
501,"779,""30460",21113,"Jessamine County, KY"
502,"780,""30460",21209,"Scott County, KY"
503,"781,""30460",21239,"Woodford County, KY"
504,"783,""30620",39003,"Allen County, OH"
505,"785,""30700",31109,"Lancaster County, NE"
506,"786,""30700",31159,"Seward County, NE"
507,"788,""30780",05045,"Faulkner County, AR"
508,"789,""30780",05053,"Grant County, AR"
509,"790,""30780",05085,"Lonoke County, AR"
510,"791,""30780",05105,"Perry County, AR"
511,"792,""30780",05119,"Pulaski County, AR"
512,"793,""30780",05125,"Saline County, AR"
513,"795,""30860",16041,"Franklin County, ID"
514,"796,""30860",49005,"Cache County, UT"
515,"798,""30980",48183,"Gregg County, TX"
516,"799,""30980",48401,"Rusk County, TX"
517,"800,""30980",48459,"Upshur County, TX"
518,"802,""31020",53015,"Cowlitz County, WA"
519,"809,""31140",18019,"Clark County, IN"
520,"810,""31140",18043,"Floyd County, IN"
521,"811,""31140",18061,"Harrison County, IN"
522,"812,""31140",18175,"Washington County, IN"
523,"813,""31140",21029,"Bullitt County, KY"
524,"814,""31140",21103,"Henry County, KY"
525,"815,""31140",21111,"Jefferson County, KY"
526,"816,""31140",21163,"Meade County, KY"
527,"817,""31140",21179,"Nelson County, KY"
528,"818,""31140",21185,"Oldham County, KY"
529,"819,""31140",21211,"Shelby County, KY"
530,"820,""31140",21215,"Spencer County, KY"
531,"821,""31140",21223,"Trimble County, KY"
532,"823,""31180",48107,"Crosby County, TX"
533,"824,""31180",48303,"Lubbock County, TX"
534,"826,""31340",51009,"Amherst County, VA"
535,"827,""31340",51011,"Appomattox County, VA"
536,"828,""31340",51019,"Bedford County, VA"
537,"829,""31340",51031,"Campbell County, VA"
538,"830,""31340",51515,"Bedford city, VA"
539,"831,""31340",51680,"Lynchburg city, VA"
540,"833,""31420",13021,"Bibb County, GA"
541,"834,""31420",13079,"Crawford County, GA"
542,"835,""31420",13169,"Jones County, GA"
543,"836,""31420",13207,"Monroe County, GA"
544,"837,""31420",13289,"Twiggs County, GA"
545,"839,""31460",06039,"Madera County, CA"
546,"841,""31540",55021,"Columbia County, WI"
547,"842,""31540",55025,"Dane County, WI"
548,"843,""31540",55049,"Iowa County, WI"
549,"845,""31700",33011,"Hillsborough County, NH"
550,"847,""31900",39139,"Richland County, OH"
551,"849,""32420",72067,"Hormigueros Municipio, PR"
552,"850,""32420",72097,"Mayagüez Municipio, PR"
553,"852,""32580",48215,"Hidalgo County, TX"
554,"854,""32780",41029,"Jackson County, OR"
555,"856,""32820",05035,"Crittenden County, AR"
556,"857,""32820",28033,"DeSoto County, MS"
557,"858,""32820",28093,"Marshall County, MS"
558,"859,""32820",28137,"Tate County, MS"
559,"860,""32820",28143,"Tunica County, MS"
560,"861,""32820",47047,"Fayette County, TN"
561,"862,""32820",47157,"Shelby County, TN"
562,"863,""32820",47167,"Tipton County, TN"
563,"865,""32900",06047,"Merced County, CA"
564,"874,""33140",18091,"LaPorte County, IN"
565,"876,""33260",48329,"Midland County, TX"
566,"878,""33340",55079,"Milwaukee County, WI"
567,"879,""33340",55089,"Ozaukee County, WI"
568,"880,""33340",55131,"Washington County, WI"
569,"881,""33340",55133,"Waukesha County, WI"
570,"883,""33460",27003,"Anoka County, MN"
571,"884,""33460",27019,"Carver County, MN"
572,"885,""33460",27025,"Chisago County, MN"
573,"886,""33460",27037,"Dakota County, MN"
574,"887,""33460",27053,"Hennepin County, MN"
575,"888,""33460",27059,"Isanti County, MN"
576,"889,""33460",27123,"Ramsey County, MN"
577,"890,""33460",27139,"Scott County, MN"
578,"891,""33460",27141,"Sherburne County, MN"
579,"892,""33460",27163,"Washington County, MN"
580,"893,""33460",27171,"Wright County, MN"
581,"894,""33460",55093,"Pierce County, WI"
582,"897,""33540",30063,"Missoula County, MT"
583,"899,""33660",01097,"Mobile County, AL"
584,"901,""33700",06099,"Stanislaus County, CA"
585,"903,""33740",22073,"Ouachita Parish, LA"
586,"904,""33740",22111,"Union Parish, LA"
587,"906,""33780",26115,"Monroe County, MI"
588,"908,""33860",01001,"Autauga County, AL"
589,"909,""33860",01051,"Elmore County, AL"
590,"910,""33860",01085,"Lowndes County, AL"
591,"911,""33860",01101,"Montgomery County, AL"
592,"913,""34060",54061,"Monongalia County, WV"
593,"914,""34060",54077,"Preston County, WV"
594,"916,""34100",47057,"Grainger County, TN"
595,"917,""34100",47063,"Hamblen County, TN"
596,"918,""34100",47089,"Jefferson County, TN"
597,"920,""34580",53057,"Skagit County, WA"
598,"922,""34620",18035,"Delaware County, IN"
599,"924,""34740",26121,"Muskegon County, MI"
600,"926,""34820",45051,"Horry County, SC"
601,"928,""34900",06055,"Napa County, CA"
602,"930,""34940",12021,"Collier County, FL"
603,"932,""34980",47015,"Cannon County, TN"
604,"933,""34980",47021,"Cheatham County, TN"
605,"934,""34980",47037,"Davidson County, TN"
606,"935,""34980",47043,"Dickson County, TN"
607,"936,""34980",47081,"Hickman County, TN"
608,"937,""34980",47111,"Macon County, TN"
609,"938,""34980",47147,"Robertson County, TN"
610,"939,""34980",47149,"Rutherford County, TN"
611,"940,""34980",47159,"Smith County, TN"
612,"941,""34980",47165,"Sumner County, TN"
613,"942,""34980",47169,"Trousdale County, TN"
614,"943,""34980",47187,"Williamson County, TN"
615,"944,""34980",47189,"Wilson County, TN"
616,"948,""35380",22051,"Jefferson Parish, LA"
617,"949,""35380",22071,"Orleans Parish, LA"
618,"950,""35380",22075,"Plaquemines Parish, LA"
619,"984,""35660",26021,"Berrien County, MI"
620,"988,""36100",12083,"Marion County, FL"
621,"992,""36220",48135,"Ector County, TX"
622,"994,""36260",49011,"Davis County, UT"
623,"995,""36260",49029,"Morgan County, UT"
624,"996,""36260",49057,"Weber County, UT"
625,"998,""36420",40017,"Canadian County, OK"
626,"999,""36420",40027,"Cleveland County, OK"
627,"1000,""36420",40051,"Grady County, OK"
628,"1001,""36420",40081,"Lincoln County, OK"
629,"1002,""36420",40083,"Logan County, OK"
630,"1003,""36420",40087,"McClain County, OK"
631,"1004,""36420",40109,"Oklahoma County, OK"
632,"1006,""36500",53067,"Thurston County, WA"
633,"1008,""36540",19085,"Harrison County, IA"
634,"1009,""36540",19129,"Mills County, IA"
635,"1010,""36540",19155,"Pottawattamie County, IA"
636,"1011,""36540",31025,"Cass County, NE"
637,"1012,""36540",31055,"Douglas County, NE"
638,"1013,""36540",31153,"Sarpy County, NE"
639,"1014,""36540",31155,"Saunders County, NE"
640,"1015,""36540",31177,"Washington County, NE"
641,"1017,""36740",12069,"Lake County, FL"
642,"1018,""36740",12095,"Orange County, FL"
643,"1019,""36740",12097,"Osceola County, FL"
644,"1020,""36740",12117,"Seminole County, FL"
645,"1022,""36780",55139,"Winnebago County, WI"
646,"1024,""36980",21059,"Daviess County, KY"
647,"1025,""36980",21091,"Hancock County, KY"
648,"1026,""36980",21149,"McLean County, KY"
649,"1028,""37100",06111,"Ventura County, CA"
650,"1030,""37340",12009,"Brevard County, FL"
651,"1032,""37460",12005,"Bay County, FL"
652,"1034,""37620",39167,"Washington County, OH"
653,"1035,""37620",54073,"Pleasants County, WV"
654,"1036,""37620",54105,"Wirt County, WV"
655,"1037,""37620",54107,"Wood County, WV"
656,"1039,""37700",28039,"George County, MS"
657,"1040,""37700",28059,"Jackson County, MS"
658,"1042,""37860",12033,"Escambia County, FL"
659,"1045,""37900",17123,"Marshall County, IL"
660,"1046,""37900",17143,"Peoria County, IL"
661,"1047,""37900",17175,"Stark County, IL"
662,"1048,""37900",17179,"Tazewell County, IL"
663,"1049,""37900",17203,"Woodford County, IL"
664,"1066,""38060",04013,"Maricopa County, AZ"
665,"1067,""38060",04021,"Pinal County, AZ"
666,"1069,""38220",05025,"Cleveland County, AR"
667,"1070,""38220",05069,"Jefferson County, AR"
668,"1071,""38220",05079,"Lincoln County, AR"
669,"1073,""38300",42003,"Allegheny County, PA"
670,"1074,""38300",42005,"Armstrong County, PA"
671,"1075,""38300",42007,"Beaver County, PA"
672,"1076,""38300",42019,"Butler County, PA"
673,"1077,""38300",42051,"Fayette County, PA"
674,"1078,""38300",42125,"Washington County, PA"
675,"1079,""38300",42129,"Westmoreland County, PA"
676,"1081,""38340",25003,"Berkshire County, MA"
677,"1083,""38540",16005,"Bannock County, ID"
678,"1084,""38540",16077,"Power County, ID"
679,"1087,""38660",72113,"Ponce Municipio, PR"
680,"1088,""38660",72149,"Villalba Municipio, PR"
681,"1090,""38860",23005,"Cumberland County, ME"
682,"1091,""38860",23023,"Sagadahoc County, ME"
683,"1092,""38860",23031,"York County, ME"
684,"1094,""38900",41005,"Clackamas County, OR"
685,"1095,""38900",41009,"Columbia County, OR"
686,"1096,""38900",41051,"Multnomah County, OR"
687,"1097,""38900",41067,"Washington County, OR"
688,"1098,""38900",41071,"Yamhill County, OR"
689,"1099,""38900",53011,"Clark County, WA"
690,"1100,""38900",53059,"Skamania County, WA"
691,"1102,""38940",12085,"Martin County, FL"
692,"1105,""39100",36027,"Dutchess County, NY"
693,"1106,""39100",36071,"Orange County, NY"
694,"1108,""39140",04025,"Yavapai County, AZ"
695,"1110,""39300",25005,"Bristol County, MA"
696,"1111,""39300",44001,"Bristol County, RI"
697,"1112,""39300",44003,"Kent County, RI"
698,"1113,""39300",44005,"Newport County, RI"
699,"1114,""39300",44007,"Providence County, RI"
700,"1115,""39300",44009,"Washington County, RI"
701,"1117,""39340",49023,"Juab County, UT"
702,"1118,""39340",49049,"Utah County, UT"
703,"1120,""39380",08101,"Pueblo County, CO"
704,"1122,""39460",12015,"Charlotte County, FL"
705,"1124,""39540",55101,"Racine County, WI"
706,"1126,""39580",37069,"Franklin County, NC"
707,"1127,""39580",37101,"Johnston County, NC"
708,"1128,""39580",37183,"Wake County, NC"
709,"1130,""39660",46093,"Meade County, SD"
710,"1131,""39660",46103,"Pennington County, SD"
711,"1133,""39740",42011,"Berks County, PA"
712,"1135,""39820",06089,"Shasta County, CA"
713,"1137,""39900",32029,"Storey County, NV"
714,"1138,""39900",32031,"Washoe County, NV"
715,"1140,""40060",51007,"Amelia County, VA"
716,"1141,""40060",51033,"Caroline County, VA"
717,"1143,""40060",51041,"Chesterfield County, VA"
718,"1144,""40060",51049,"Cumberland County, VA"
719,"1145,""40060",51053,"Dinwiddie County, VA"
720,"1146,""40060",51075,"Goochland County, VA"
721,"1147,""40060",51085,"Hanover County, VA"
722,"1148,""40060",51087,"Henrico County, VA"
723,"1151,""40060",51109,"Louisa County, VA"
724,"1153,""40060",51145,"Powhatan County, VA"
725,"1155,""40060",51183,"Sussex County, VA"
726,"1157,""40060",51670,"Hopewell city, VA"
727,"1158,""40060",51730,"Petersburg city, VA"
728,"1159,""40060",51760,"Richmond city, VA"
729,"1161,""40140",06065,"Riverside County, CA"
730,"1164,""40220",51023,"Botetourt County, VA"
731,"1165,""40220",51045,"Craig County, VA"
732,"1166,""40220",51067,"Franklin County, VA"
733,"1167,""40220",51161,"Roanoke County, VA"
734,"1168,""40220",51770,"Roanoke city, VA"
735,"1169,""40220",51775,"Salem city, VA"
736,"1171,""40340",27039,"Dodge County, MN"
737,"1172,""40340",27109,"Olmsted County, MN"
738,"1173,""40340",27157,"Wabasha County, MN"
739,"1175,""40380",36051,"Livingston County, NY"
740,"1176,""40380",36055,"Monroe County, NY"
741,"1177,""40380",36069,"Ontario County, NY"
742,"1178,""40380",36073,"Orleans County, NY"
743,"1179,""40380",36117,"Wayne County, NY"
744,"1181,""40420",17007,"Boone County, IL"
745,"1182,""40420",17201,"Winnebago County, IL"
746,"1184,""40580",37065,"Edgecombe County, NC"
747,"1185,""40580",37127,"Nash County, NC"
748,"1187,""40660",13115,"Floyd County, GA"
749,"1190,""40900",06061,"Placer County, CA"
750,"1191,""40900",06067,"Sacramento County, CA"
751,"1192,""40900",06113,"Yolo County, CA"
752,"1194,""40980",26145,"Saginaw County, MI"
753,"1196,""41060",27009,"Benton County, MN"
754,"1197,""41060",27145,"Stearns County, MN"
755,"1199,""41100",49053,"Washington County, UT"
756,"1201,""41140",20043,"Doniphan County, KS"
757,"1202,""41140",29003,"Andrew County, MO"
758,"1203,""41140",29021,"Buchanan County, MO"
759,"1204,""41140",29063,"DeKalb County, MO"
760,"1206,""41180",17005,"Bond County, IL"
761,"1207,""41180",17013,"Calhoun County, IL"
762,"1208,""41180",17027,"Clinton County, IL"
763,"1209,""41180",17083,"Jersey County, IL"
764,"1210,""41180",17117,"Macoupin County, IL"
765,"1211,""41180",17119,"Madison County, IL"
766,"1212,""41180",17133,"Monroe County, IL"
767,"1215,""41180",29071,"Franklin County, MO"
768,"1216,""41180",29099,"Jefferson County, MO"
769,"1217,""41180",29113,"Lincoln County, MO"
770,"1220,""41180",29219,"Warren County, MO"
771,"1221,""41180",29221,"Washington County, MO"
772,"1224,""41420",41047,"Marion County, OR"
773,"1225,""41420",41053,"Polk County, OR"
774,"1227,""41500",06053,"Monterey County, CA"
775,"1229,""41540",24039,"Somerset County, MD"
776,"1230,""41540",24045,"Wicomico County, MD"
777,"1233,""41620",49043,"Summit County, UT"
778,"1234,""41620",49045,"Tooele County, UT"
779,"1236,""41660",48235,"Irion County, TX"
780,"1239,""41700",48013,"Atascosa County, TX"
781,"1240,""41700",48019,"Bandera County, TX"
782,"1241,""41700",48029,"Bexar County, TX"
783,"1242,""41700",48091,"Comal County, TX"
784,"1243,""41700",48187,"Guadalupe County, TX"
785,"1244,""41700",48259,"Kendall County, TX"
786,"1245,""41700",48325,"Medina County, TX"
787,"1246,""41700",48493,"Wilson County, TX"
788,"1250,""41780",39043,"Erie County, OH"
789,"1261,""41900",72079,"Lajas Municipio, PR"
790,"1269,""41980",72009,"Aibonito Municipio, PR"
791,"1270,""41980",72013,"Arecibo Municipio, PR"
792,"1271,""41980",72017,"Barceloneta Municipio, PR"
793,"1272,""41980",72019,"Barranquitas Municipio, PR"
794,"1273,""41980",72021,"Bayamón Municipio, PR"
795,"1274,""41980",72025,"Caguas Municipio, PR"
796,"1275,""41980",72027,"Camuy Municipio, PR"
797,"1276,""41980",72029,"Canóvanas Municipio, PR"
798,"1277,""41980",72031,"Carolina Municipio, PR"
799,"1278,""41980",72033,"Cataño Municipio, PR"
800,"1279,""41980",72035,"Cayey Municipio, PR"
801,"1280,""41980",72039,"Ciales Municipio, PR"
802,"1281,""41980",72041,"Cidra Municipio, PR"
803,"1282,""41980",72045,"Comerío Municipio, PR"
804,"1283,""41980",72047,"Corozal Municipio, PR"
805,"1284,""41980",72051,"Dorado Municipio, PR"
806,"1285,""41980",72054,"Florida Municipio, PR"
807,"1286,""41980",72061,"Guaynabo Municipio, PR"
808,"1287,""41980",72063,"Gurabo Municipio, PR"
809,"1288,""41980",72065,"Hatillo Municipio, PR"
810,"1289,""41980",72069,"Humacao Municipio, PR"
811,"1290,""41980",72077,"Juncos Municipio, PR"
812,"1292,""41980",72087,"Loíza Municipio, PR"
813,"1293,""41980",72091,"Manatí Municipio, PR"
814,"1294,""41980",72095,"Maunabo Municipio, PR"
815,"1295,""41980",72101,"Morovis Municipio, PR"
816,"1296,""41980",72103,"Naguabo Municipio, PR"
817,"1297,""41980",72105,"Naranjito Municipio, PR"
818,"1298,""41980",72107,"Orocovis Municipio, PR"
819,"1299,""41980",72115,"Quebradillas Municipio, PR"
820,"1308,""41980",72151,"Yabucoa Municipio, PR"
821,"1318,""42220",06097,"Sonoma County, CA"
822,"1320,""42260",12081,"Manatee County, FL"
823,"1321,""42260",12115,"Sarasota County, FL"
824,"1323,""42340",13029,"Bryan County, GA"
825,"1324,""42340",13051,"Chatham County, GA"
826,"1325,""42340",13103,"Effingham County, GA"
827,"1327,""42540",42069,"Lackawanna County, PA"
828,"1328,""42540",42079,"Luzerne County, PA"
829,"1329,""42540",42131,"Wyoming County, PA"
830,"1337,""43100",55117,"Sheboygan County, WI"
831,"1339,""43300",48181,"Grayson County, TX"
832,"1341,""43340",22015,"Bossier Parish, LA"
833,"1342,""43340",22017,"Caddo Parish, LA"
834,"1345,""43580",19193,"Woodbury County, IA"
835,"1346,""43580",31043,"Dakota County, NE"
836,"1347,""43580",31051,"Dixon County, NE"
837,"1348,""43580",46127,"Union County, SD"
838,"1350,""43620",46083,"Lincoln County, SD"
839,"1351,""43620",46087,"McCook County, SD"
840,"1352,""43620",46099,"Minnehaha County, SD"
841,"1353,""43620",46125,"Turner County, SD"
842,"1356,""43780",26027,"Cass County, MI"
843,"1358,""43900",45083,"Spartanburg County, SC"
844,"1360,""44060",53063,"Spokane County, WA"
845,"1362,""44100",17129,"Menard County, IL"
846,"1363,""44100",17167,"Sangamon County, IL"
847,"1365,""44140",25011,"Franklin County, MA"
848,"1366,""44140",25013,"Hampden County, MA"
849,"1367,""44140",25015,"Hampshire County, MA"
850,"1369,""44180",29043,"Christian County, MO"
851,"1370,""44180",29059,"Dallas County, MO"
852,"1371,""44180",29077,"Greene County, MO"
853,"1372,""44180",29167,"Polk County, MO"
854,"1373,""44180",29225,"Webster County, MO"
855,"1375,""44220",39023,"Clark County, OH"
856,"1377,""44300",42027,"Centre County, PA"
857,"1381,""44940",45085,"Sumter County, SC"
858,"1383,""45060",36053,"Madison County, NY"
859,"1384,""45060",36067,"Onondaga County, NY"
860,"1385,""45060",36075,"Oswego County, NY"
861,"1387,""45220",12039,"Gadsden County, FL"
862,"1388,""45220",12065,"Jefferson County, FL"
863,"1389,""45220",12073,"Leon County, FL"
864,"1390,""45220",12129,"Wakulla County, FL"
865,"1392,""45300",12053,"Hernando County, FL"
866,"1393,""45300",12057,"Hillsborough County, FL"
867,"1394,""45300",12101,"Pasco County, FL"
868,"1395,""45300",12103,"Pinellas County, FL"
869,"1397,""45460",18021,"Clay County, IN"
870,"1398,""45460",18153,"Sullivan County, IN"
871,"1399,""45460",18165,"Vermillion County, IN"
872,"1400,""45460",18167,"Vigo County, IN"
873,"1402,""45500",05091,"Miller County, AR"
874,"1403,""45500",48037,"Bowie County, TX"
875,"1405,""45780",39051,"Fulton County, OH"
876,"1406,""45780",39095,"Lucas County, OH"
877,"1407,""45780",39123,"Ottawa County, OH"
878,"1408,""45780",39173,"Wood County, OH"
879,"1410,""45820",20085,"Jackson County, KS"
880,"1411,""45820",20087,"Jefferson County, KS"
881,"1412,""45820",20139,"Osage County, KS"
882,"1413,""45820",20177,"Shawnee County, KS"
883,"1414,""45820",20197,"Wabaunsee County, KS"
884,"1416,""45940",34021,"Mercer County, NJ"
885,"1418,""46060",04019,"Pima County, AZ"
886,"1420,""46140",40037,"Creek County, OK"
887,"1421,""46140",40111,"Okmulgee County, OK"
888,"1422,""46140",40113,"Osage County, OK"
889,"1423,""46140",40117,"Pawnee County, OK"
890,"1424,""46140",40131,"Rogers County, OK"
891,"1425,""46140",40143,"Tulsa County, OK"
892,"1426,""46140",40145,"Wagoner County, OK"
893,"1428,""46220",01063,"Greene County, AL"
894,"1429,""46220",01065,"Hale County, AL"
895,"1430,""46220",01125,"Tuscaloosa County, AL"
896,"1432,""46340",48423,"Smith County, TX"
897,"1434,""46540",36043,"Herkimer County, NY"
898,"1435,""46540",36065,"Oneida County, NY"
899,"1437,""46660",13027,"Brooks County, GA"
900,"1438,""46660",13101,"Echols County, GA"
901,"1439,""46660",13173,"Lanier County, GA"
902,"1440,""46660",13185,"Lowndes County, GA"
903,"1442,""46700",06095,"Solano County, CA"
904,"1446,""47020",48057,"Calhoun County, TX"
905,"1447,""47020",48175,"Goliad County, TX"
906,"1448,""47020",48469,"Victoria County, TX"
907,"1450,""47220",34011,"Cumberland County, NJ"
908,"1452,""47260",37053,"Currituck County, NC"
909,"1453,""47260",51073,"Gloucester County, VA"
910,"1456,""47260",51115,"Mathews County, VA"
911,"1457,""47260",51181,"Surry County, VA"
912,"1458,""47260",51199,"York County, VA"
913,"1459,""47260",51550,"Chesapeake city, VA"
914,"1460,""47260",51650,"Hampton city, VA"
915,"1462,""47260",51710,"Norfolk city, VA"
916,"1463,""47260",51735,"Poquoson city, VA"
917,"1464,""47260",51740,"Portsmouth city, VA"
918,"1465,""47260",51800,"Suffolk city, VA"
919,"1467,""47260",51830,"Williamsburg city, VA"
920,"1469,""47300",06107,"Tulare County, CA"
921,"1471,""47380",48309,"McLennan County, TX"
922,"1473,""47580",13153,"Houston County, GA"
923,"1501,""47940",19017,"Bremer County, IA"
924,"1502,""47940",19075,"Grundy County, IA"
925,"1504,""48140",55073,"Marathon County, WI"
926,"1506,""48260",39081,"Jefferson County, OH"
927,"1507,""48260",54009,"Brooke County, WV"
928,"1508,""48260",54029,"Hancock County, WV"
929,"1510,""48300",53007,"Chelan County, WA"
930,"1511,""48300",53017,"Douglas County, WA"
931,"1513,""48540",39013,"Belmont County, OH"
932,"1514,""48540",54051,"Marshall County, WV"
933,"1515,""48540",54069,"Ohio County, WV"
934,"1517,""48620",20015,"Butler County, KS"
935,"1518,""48620",20079,"Harvey County, KS"
936,"1519,""48620",20173,"Sedgwick County, KS"
937,"1520,""48620",20191,"Sumner County, KS"
938,"1522,""48660",48009,"Archer County, TX"
939,"1523,""48660",48077,"Clay County, TX"
940,"1524,""48660",48485,"Wichita County, TX"
941,"1526,""48700",42081,"Lycoming County, PA"
942,"1528,""48900",37019,"Brunswick County, NC"
943,"1530,""48900",37141,"Pender County, NC"
944,"1532,""49020",51069,"Frederick County, VA"
945,"1533,""49020",51840,"Winchester city, VA"
946,"1534,""49020",54027,"Hampshire County, WV"
947,"1536,""49180",37059,"Davie County, NC"
948,"1537,""49180",37067,"Forsyth County, NC"
949,"1538,""49180",37169,"Stokes County, NC"
950,"1539,""49180",37197,"Yadkin County, NC"
951,"1541,""49340",25027,"Worcester County, MA"
952,"1543,""49420",53077,"Yakima County, WA"
953,"1545,""49500",72055,"Guánica Municipio, PR"
954,"1546,""49500",72059,"Guayanilla Municipio, PR"
955,"1547,""49500",72111,"Peñuelas Municipio, PR"
956,"1548,""49500",72153,"Yauco Municipio, PR"
957,"1550,""49620",42133,"York County, PA"
958,"1552,""49660",39099,"Mahoning County, OH"
959,"1553,""49660",39155,"Trumbull County, OH"
960,"1554,""49660",42085,"Mercer County, PA"
961,"1556,""49700",06101,"Sutter County, CA"
962,"1557,""49700",06115,"Yuba County, CA"
963,"1559,""49740",04027,"Yuma County, AZ"
